#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
###### Religion names, descriptions, titles, gods etc.;;;;;;;;;;;;x
###### Misc Catholic;;;;;;;;;;;;x
paulican;Paulican;paulicien;;;Pabliciano;;;;;;;x
paulican_DESC;The Paulicians were a Christian Adoptionist sect, also accused by medieval sources of being Gnostic and quasi-Manichaean Christian. They flourished between 650 and 872 in Armenia and the Eastern Themes of the Byzantine Empire. According to medieval Byzantine sources, the group's name was derived from the 3rd century Bishop of Antioch, Paul of Samosata.;Les Pauliciens étaient une secte chrétienne adoptianiste, également accusé par les sources médiévales d'être gnostique et quasi manichéenne chrétienne. Ils ont prospéré entre 650 et 872 en Arménie et dans les Thèmes orientaux de l'Empire byzantin. Selon des sources byzantines médiévales, le nom du groupe dérive du nom de l'évêque d'Antioche du 3ème siècle, Paul de Samosate.;;;Los paulicianos eran una secta adopcionista cristiana, acusada también por fuentes medievales de ser cristiano gnóstico y cuasi maniqueo. Florecieron entre 650 y 872 en Armenia y los Temas orientales del Imperio bizantino. Según fuentes bizantinas medievales, el nombre del grupo se derivó del Obispo de Antioquía del siglo III, Pablo de Samosata;;;;;;;x
HIGH_PATRIARCH;High Patriarch;Haut Patriarche;;;Alto Patriarca;;;;;;;x
GOD_MASTIMAN;Mastiman;Mastiman;;;Mastimano;;;;;;;x
GOD_AMUN;Amun;Amon;;;Amon;;;;;;;x
GOD_GURZIL;Gurzil;Gurzil;;;Gurzil;;;;;;;x
aquileian;Aquileian;aquiléen;;;Aquileo;;;;;;;x
aquileian_DESC;The Holy See of Aquilea, together with other northern Italian bishops split from the church in Rome in 553 from the disagreement regarding the 2nd Council of Constantinople, attempting to reconcile western and middle-eastern Christian views on the nature of Christ. They proclaimed a Patriarch in Aquilea, thus beginning what would be known as the "Schism of the Three Chapters".;Le Saint-Siège d'Aquilée, avec d'autres évêques d'Italie du Nord ont rompu avec l'Église romaine en 553 à cause du désaccord concernant le deuxième concile de Constantinople, qui tentait de réconcilier les divergences entre l'Occident et le Moyen-Orient concernant la nature du Christ. Ils ont proclamé un patriarche à Aquilée, ce qui fut ainsi le commencement du « Schisme des Trois Chapitres ».;;;La Santa Sede de Aquilea, junto con otros obispos del norte de Italia, se separó de la iglesia en Roma en 553 del desacuerdo con respecto al II Concilio de Constantinopla, tratando de reconciliar las opiniones cristianas occidentales y del Medio Oriente sobre la naturaleza de Cristo. Proclamaron un patriarca en Aquilea, iniciando así lo que se conocería como el "Cisma de los Tres Capítulos". ;;;;;;;x
d_aquileia_church;Aquileian Patriarchate;Patriarcat d'Aquilée;;;Patriarcado de Aquilea;;;;;;;x
d_aquileia_church_adj;Aquileian;Aquiléen;;;Aquileo;;;;;;;x
total_depravity;Total Depravity;corruption totale;;Depravación Total;;;;;;;;x
total_depravity_DESC;Total depravity is a theological doctrine derived from the Augustinian concept of original sin. It is the teaching that, as a consequence of the Fall of Man, every person born into the world is enslaved to the service of sin and, apart from the efficacious or prevenient grace of God, is utterly unable to choose to follow God, refrain from evil, or accept the gift of salvation as it is offered.;La corruption totale est une doctrine théologique dérivée de la conception augustine du péché originel. Elle enseigne que tout homme né est l'esclave du péché à la suite de la Chute et en outre de la prévenante et efficace grâce de Dieu, est devenu incapable de choisir de suivre Dieu, s'abstenir du mal, ou d'accepter le salut même lorsque celui-ci lui est offert.;;;La depravación total es una doctrina teológica derivada del concepto agustiniano del pecado original. Es la enseñanza de que, como consecuencia de la Caída del Hombre, toda persona nacida en el mundo está esclavizada al servicio del pecado y, aparte de la gracia eficaz o preveniente de Dios, es completamente incapaz de elegir seguir a Dios, abstenerse del mal, o aceptar el regalo de la salvación tal como se ofrece.;;;;;;;x
eutychian;Eutychian;eutychien;;;Euticiano;;;;;;;x
eutychian_DESC;A heresy espoused by the Presbyter Eutyches in Constantinople, in reaction to the Nestorian controversy. He claimed that Christ was a fusion of human and divine elements.;Une hérésie épousée par le prêtre Eutychès à Constantinople, par rapport à la controverse nestorienne. Il a affirmé que le Christ était une fusion d'éléments humains et divins.;;;Una herejía defendida por el presbítero Eutyches en Constantinopla, en reacción a la controversia nestoriana. Él afirmó que Cristo era una fusión de elementos humanos y divinos.;;;;;;;x
binitarian;Binitarian;binitaire;;;Binitario;;;;;;;x
binitarian_DESC;Binitarianism is a Christian theology of duality, two personae, two individuals, or two aspects in one Godhead (or God). Classically, binitarianism is understood as a form of monotheism — that is, that God is an absolutely single being, and yet with binitarianism there is a "twoness" in God. The other common forms of monotheism are "unitarianism", a belief in a single God with one aspect, and "trinitarianism", a belief in a single God with three aspects.;Le Binitarianisme est une théologie chrétienne de la dualité, deux personnages, deux individus ou deux aspects dans une Divinité (ou Dieu). Classiquement, le Binitarianisme est compris comme une forme de monothéisme - autrement dit, que Dieu est un être absolument unique, et pourtant avec le Binitarianisme il y a un "dédoublement" en Dieu. Les autres formes courantes de monothéisme sont l'Unitarianisme, une croyance en un Dieu unique avec un aspect, et le Trinitarianisme" une croyance en un Dieu unique avec trois aspects.;;;El Binitarianismo es una teología cristiana de la dualidad, dos personas, dos individuos o dos aspectos en una Deidad (o Dios). Clásicamente, el binitarianismo se entiende como una forma de monoteísmo, es decir, que Dios es un ser absolutamente único, y sin embargo, con el binitarianismo hay una "dualidad" en Dios. Las otras formas comunes de monoteísmo son el "unitarismo", la creencia en un solo Dios con un aspecto y el "trinitarismo", una creencia en un solo Dios con tres aspectos.;;;;;;;x
d_binitarian;Binitarian Patriarchy;Patriarcat Binitaire;;;Patriarcado Binitario;;;;;;;x
pelagianism;Pelagian;pélagien;;;Pelágico;;;;;;;x
pelagianism_DESC;Pelagianism is the belief that original sin did not taint human nature and that mortal will is still capable of choosing good or evil without special Divine aid. This is still sometimes called Limited Depravity. Thus, in contrast to 1 Corinthians 15:19-22, Adam's sin was "to set a bad example" for his progeny, but his actions did not have the other consequences imputed to original sin. Pelagianism views the role of Jesus as "setting a good example" for the rest of humanity as well as providing an atonement for our sins. In short, humanity has full control, and thus full responsibility, for obeying the Gospel in addition to full responsibility for every sin. According to Pelagian doctrine, because humans are sinners by choice, they are therefore criminals who need the atonement of Jesus Christ. Sinners are not victims, they are criminals who need pardon.;Le pélagianisme est la croyance que le péché originel n'a pas entaché la nature humaine et que la volonté mortelle est encore capable de choisir le bien ou le mal, sans aide divine spéciale. Ceci est parfois appelé « dépravation limitée ». Ainsi, contrairement à 1 Corinthiens 15 : 19-22, le péché d'Adam était "un mauvais exemple" pour sa descendance, mais ses actions n'avaient pas d'autres conséquences imputées au péché originel. Le pélagianisme considère le rôle de Jésus comme "donnant l'exemple" pour le reste de l'humanité tout en fournissant une expiation pour nos péchés. En bref, l'humanité a le plein contrôle, et donc la pleine responsabilité, d'obéir à l'Évangile, en plus de la pleine responsabilité de tout péché. Selon la doctrine de Pélage, c'est parce que les humains sont pécheurs par choix, qu'ils sont donc des criminels qui ont besoin de l'expiation de Jésus-Christ. Les pécheurs ne sont pas des victimes, ce sont des criminels qui ont besoin du pardon.;;;El pelagianismo es la creencia de que el pecado original no manchó la naturaleza humana y que la voluntad mortal todavía es capaz de elegir el bien o el mal sin ayuda Divina especial. Esto todavía se llama a veces depravación limitada. Por lo tanto, en contraste con 1 Corintios 15: 19-22, el pecado de Adán fue "dar un mal ejemplo" a su progenie, pero sus acciones no tuvieron las otras consecuencias imputadas al pecado original. El pelagianismo considera que el papel de Jesús es "dar un buen ejemplo" para el resto de la humanidad, así como proporcionar una expiación por nuestros pecados. En resumen, la humanidad tiene el control total, y por lo tanto la plena responsabilidad, de obedecer el Evangelio además de la total responsabilidad por cada pecado. Según la doctrina pelagiana, debido a que los humanos son pecadores por elección, son criminales que necesitan la expiación de Jesucristo. Los pecadores no son víctimas, son criminales que necesitan el perdón.;;;;;;;x
WAROFEXAMPLE;March of Good Example;Marche du bon exemple;;;;;;;;;;;;x
antinomianism;Antinomian;antinomien;;;Antinomio;;;;;;;x
antinomianism_DESC;Any view which holds that Christians are freed by grace from obligations of any moral law, and thus can sin at will if they ask for forgiveness. Saint Paul had to refute a charge of this type made by opponents because of his attitude to the Mosaic Law.;Toute vue qui soutient que les chrétiens sont libérés par la grâce d'obligations de toute loi morale, et peut donc pécher à volonté s'ils demandent pardon. Saint Paul a dû réfuter une accusation de ce genre faite par des opposants en raison de son attitude envers la loi mosaïque.;;;Cualquier punto de vista que sostenga que los cristianos son liberados por la gracia de las obligaciones de cualquier ley moral, y así pueden pecar a voluntad si piden perdón. San Pablo tuvo que refutar una acusación de este tipo hecha por oponentes debido a su actitud hacia la Ley Mosaica.;;;;;;;x
antinomianism_FEATURES;§Y*§! Antinomians can commit incest, as long as they ask for forgiveness afterwards \n§Y*§! Antinomians do not reject the pleasures of the flesh, as long as they ask for forgiveness afterwards \n§Y*§! Antinomians are shunned by other Christians, and thus tend to rely on each other more.;§Y*§! Les antinomiens peuvent commettre l'inceste, 	pourvu qu'ils demandent pardon après \n§Y*§! Les antinomiens ne rejettent pas les plaisirs de la chair, aussi pourvu qu'ils demandent pardon après \n§Y*§! Les antinomiens sont rejetés par d'autres chrétiens, et ont donc tendance à compter plus sur les uns les autres.;;;§Y * §! Los antinomianos pueden cometer incesto, siempre y cuando pidan perdón después \n§Y*§! Los antinomianos no rechazan los placeres de la carne, siempre y cuando pidan perdón \n§Y*§! Los antinomianos son rechazados por otros cristianos y, por lo tanto, tienden a apoyarse mutuamente más.;;;;;;;x
ebionites;Ebionite;ébionite;;;Ebionita;;;;;;;x
ebionites_DESC;Ebionites, or Ebionaioi, is a patristic term referring to a Jewish Christian movement that existed during the early centuries of the Christian Era. They regarded Jesus of Nazareth as the Messiah while rejecting his divinity and insisted on the necessity of following Jewish law and rites. The Ebionites used only one of the Jewish Gospels, revered James the Just and rejected Paul of Tarsus as an apostate from the Law. Their name suggests that they placed a special value on voluntary poverty. They have been identified as the meek and the poor Jesus spoke of in the Beatitudes, and the Ebionim was one of the terms used by the sect that sought to separate themselves from the corruption of the Temple, at Qumran, whom many believe were the Essenes.;Les Ébionites, est un terme patristique se référant à un mouvement judéo-chrétien qui existait pendant les premiers siècles de l'ère chrétienne. Ils considéraient Jésus de Nazareth comme le Messie tout en rejetant sa divinité et insistaient sur la nécessité de suivre la loi juive et les rites. Les Ébionites utilisaient seulement les Évangiles juifs, vénéraient Jacques le Juste et rejetaient Paul de Tarse comme un apostat de la loi. Leur nom suggère qu'ils ont placé une valeur spéciale sur la pauvreté volontaire. Ils ont été identifiés comme les humbles et les pauvres Jésus a parlé dans les Béatitudes et l'Ébionisme a été l'un des termes utilisés par la secte qui cherchait à se séparer de la corruption du Temple, à Qumrân, dont beaucoup pensent étaient les Esséniens.;;;Ebionitas, o Ebionaioi, es un término patrístico que se refiere a un movimiento cristiano judío que existió durante los primeros siglos de la era cristiana. Consideraban a Jesús de Nazaret como el Mesías al tiempo que rechazaban su divinidad e insistían en la necesidad de seguir la ley y los ritos judíos. Los ebionitas usaron solo uno de los evangelios judíos, veneraron a Santiago el Justo y rechazaron a Pablo de Tarso como un apóstata de la ley. Su nombre sugiere que le dieron un valor especial a la pobreza voluntaria. Han sido identificados como los mansos y el pobre Jesús habló en las Bienaventuranzas, y el Ebionim fue uno de los términos utilizados por la secta que buscaba separarse de la corrupción del Templo, en Qumrán, que muchos creen que fueron los Esenios.;;;;;;;x
d_ebionites;The Ebionite Church;L'Église Ébionite;;;La Iglesia Ebionita;;;;;;;x
d_ebionites_adj;Ebionaioi;Ébionite;;;Ebionaioi;;;;;;;x
d_ebionites_ADJ;Ebionaioi;Ébionite;;;Ebionaioi;;;;;;;x
PATRIARCHATE_TITLE_ebionites;Gadolship of $TITLE$;Gadolat de $TITLE$;;;Gadolato de $TITLE$;;;;;;;x
AUTOCEPHALOUS_REL_HEAD_TITLE_ebionites;Gadol;Gadol;;;Gadol;;;;;;;x
marcionism;Marcionist;marcionite;;;Marcionista;;;;;;;x
marcionism_DESC;Marcionism was an Early Christian dualist belief system that originated in the teachings of Marcion of Sinope at Rome around the year 144 AD. Marcion believed Jesus Christ was the savior sent by God, and Paul of Tarsus was his chief apostle, but he rejected the Hebrew Bible and the God of Israel. Marcionists believed that the wrathful Hebrew God was a separate and lower entity than the all-forgiving God of the New Testament. This belief was in some ways similar to Gnostic Christian theology. Notably, both are dualistic, that is, they posit opposing gods, forces, or principles: one higher, spiritual, and "good", and the other lower, material, and "evil" (compare Manichaeism), in contrast to the orthodox Christian view that "evil" has no independent existence, but is a privation or lack of "good", a view shared by the Jewish theologian Moses Maimonides.;Le marcionisme était un système de croyance dualiste du christianisme primitif qui a pris naissance dans les enseignements de Marcion de Sinope à Rome vers l'an 144 apr. J.-C. Marcion croyait que Jésus-Christ était le sauveur envoyé par Dieu, et Paul de Tarse était son chef apôtre, mais il rejetait la Bible hébraïque et le Dieu d'Israël. Les marcionites croyaient que le Dieu hébreu courroucé était une entité distincte et inférieure au Dieu qui pardonne tout le Nouveau Testament. Cette croyance était à certains égards similaires à la théologie gnostique chrétienne. Notamment, les deux sont dualistes, c'est-à-dire, ils posent des dieux, des forces ou des principes opposés : l'un plus élevé, spirituel, et "bon", et l'autre inférieur, matériel, et "mauvais" (comparez avec le manichéisme), contrairement à l'avis chrétien conventionnel qui voit le "mal" comme n'ayant pas d'existence indépendante, mais comme une privation ou le manque de "bon", un avis partagé par le théologien juif Moïse Maïmonide.;;;El Marcionismo fue un sistema de creencias dualista cristiano primitivo que se originó en las enseñanzas de Marción de Sinope en Roma alrededor del año 144 DC. Marción creyó que Jesucristo fue el salvador enviado por Dios, y Pablo de Tarso fue su principal apóstol, pero rechazó la Biblia hebrea y el Dios de Israel. Los Marcionistas creían que el iracundo Dios hebreo era una entidad separada e inferior al Dios perdonador del Nuevo Testamento. Esta creencia era en cierto modo similar a la teología cristiana gnóstica. En particular, ambos son dualistas, es decir, postulan dioses, fuerzas o principios opuestos: uno superior, espiritual y "bueno", y el otro inferior, material y "malvado" (comparar Maniqueísmo), en contraste con los ortodoxos. La visión cristiana de que el "mal" no tiene existencia independiente, sino que es una privación o falta de "bien", una opinión compartida por el teólogo judío Moisés Maimónides.;;;;;;;x
GOD_YALTABAOTH;Yaltabaoth;Yaltabaoth;;;Yaltabaoth;;;;;;;x
THE_NEW_TESTAMENT;The New Testament;Le Nouveau Testament;;;El Nuevo Testamento;;;;;;;x
PROPHET_PAUL;Paul of Tarsus;Paul de Tarse;;;Pablo de Tarso;;;;;;;x
GOD_MONAD;Monad;Monade;;;Monad;;;;;;;x
GOD_THE_STRANGER;The Stranger God;Le Dieu étranger;;;El Dios Extraño;;;;;;;x
d_marcionism;The Marcionism Church;L'Église Marcionite;;;La Iglesia Marcionita;;;;;;;x
montanist;Montanist;montaniste;;;Montanista;;;;;;;x
montanist_DESC;Montanism was an early Christian movement of the late 2nd century, later referred to by the name of its founder, Montanus. It is a prophetic movement that calls for a reliance on the spontaneity of the Holy Spirit and a more conservative personal ethic.;Le montanisme était un mouvement chrétien primitif de la fin du 2e siècle, plus tard désigné par le nom de son fondateur, Montanus de Phrygie. Il est un mouvement prophétique qui appelle au recours aux de la spontanéité du Saint-Esprit et une éthique personnelle plus conservatrice.;;;El montanismo fue un movimiento cristiano primitivo de finales del siglo II, más tarde denominado por el nombre de su fundador, Montanus. Es un movimiento profético que exige una confianza en la espontaneidad del Espíritu Santo y una ética personal más conservadora.;;;;;;;x
GOD_HOLY_SPIRIT;The Holy Spirit;Le Saint-Esprit;;;El Santo Espíritu;;;;;;;x
valentinianism;Valentinian;valentinien;;;Valentinista;;;;;;;x
valentinianism_DESC;Valentinus and the Gnostic movement that bore his name were considered threats to Christianity by church leaders and Christian scholars, not only because of their influence, but also because of their doctrine, practices and beliefs. Gnostics were condemned as heretics, and prominent Church fathers such as Irenaeus of Lyons and Hippolytus of Rome wrote against Gnosticism. Most evidence for the Valentinian theory comes from its critics and detractors, most notably Irenaeus, since he was especially concerned with refuting Valentinianism.;Valentin et le mouvement gnostique qui portait son nom ont été considérées comme des menaces au christianisme par les dirigeants de l'Église et les érudits chrétiens, non seulement en raison de leur influence, mais aussi à cause de leur doctrine, pratiques et croyances. Les gnostiques furent condamnés comme hérétiques, et les pères de l'Église de renom comme Irénée de Lyon et Hippolyte de Rome ont écrit contre le gnosticisme. La plupart des preuves de la théorie valentinienne proviennent de ses critiques et ses détracteurs, notamment Irénée, car il était particulièrement préoccupé à réfuter le valentinianisme.;;;Valentinus y el movimiento gnóstico que llevaba su nombre fueron considerados amenazas al cristianismo por los líderes de la iglesia y los eruditos cristianos, no solo por su influencia, sino también por su doctrina, prácticas y creencias. Los gnósticos fueron condenados como herejes, y prominentes padres de la Iglesia como Ireneo de Lyon e Hipólito de Roma escribieron contra el gnosticismo. La mayoría de las pruebas para la teoría de Valentiniano provienen de sus críticos y detractores, sobre todo Ireneo, ya que estaba especialmente interesado en refutar al valentinismo. ;;;;;;;x
THE_AEONS;The Aeons;Les Éons;;;Los Eones;;;;;;;x
MEGALOS_SOTERIA;Megalos Soteria;Megalos Soteria;;;Megalos Soteria;;;;;;;x
GOSPEL_OF_PHILIP;The Gospel of Philip;L'évangile de Philippe;;;El Evangelio de Felipe;;;;;;;x
GOD_SOPHIA;Sophia;Sophia;;;;;;;;;;x
GOD_LOGOS;Logos;Logos;;;;;;;;;;x
GOD_ZOE;Zoe;Zoé;;;;;;;;;x
GOD_ANTHROPOS;Anthropos;Anthropos;;;Anthropos;;;;;;;x
GOD_HORUS;Horus;Horus;;;;;;;;;;x
GOD_HYLE;Hyle;Hylé;;;;;;;;;;x
d_valentinianism;The Church of Aeons;L'Église des Éons;;;La Iglesia de los Eones;;;;;;;x
d_valentinianism_adj;Valentinian;Valentinien;;;Valentinista;;;;;;;x
ADAM;Adam;Adam;;;Adán;;;;;;;x
d_valentinian_brotherhood;Valentinian Brotherhood;Fraternité valentinienne;;;Hermandad Valentinista;;;;;;;x
d_valentinian_brotherhood_adj;Brotherhood;Fraternité;;;Hermandad;;;;;;;x
apollinarian;Apollinarian;apollinarien;;;Apolinario;;;;;;;x
